date,open,high,low,close,volume_hands,rsi_14,macd_dif,macd_dea,macd_hist,bb_mid_20,bb_upper_20,bb_lower_20,bb_width_20,bb_percent_b_20,true_range,atr_14,atr_pct_14
20250804,13.78,13.84,13.2,13.72,111021.66,77.2792849466664,0.7148799642897536,0.4974040985945129,0.21747586569524074,12.09,14.302871437747797,9.877128562252203,0.36606640822957764,0.868299751218031,0.6400000000000006,0.5426123374371118,3.954900418637841
20250805,13.94,13.98,13.51,13.73,68367.0,77.33713100686943,0.7298595441024727,0.5438951876961049,0.18596435640636777,12.215,14.504440290137584,9.925559709862416,0.3748571903622733,0.830866894962558,0.47000000000000064,0.5374257419058895,3.9142442964740685
20250806,13.74,14.18,13.71,14.15,105154.0,79.67739639780342,0.7667824679545756,0.5884726437477991,0.17830982420677655,12.365,14.751686758711863,9.978313241288138,0.3860391037140093,0.8739493658906871,0.46999999999999886,0.5326096174840402,3.7640255652582346
20250807,15.48,15.48,12.74,12.74,348942.35,58.01723259201465,0.6744937904261139,0.6056768730834621,0.06881691734265183,12.448,14.760843772456212,10.135156227543789,0.37160086318383867,0.5631257509645581,2.74,0.6902803590923231,5.418213179688564
20250808,11.98,12.25,11.47,11.48,303309.01,45.986478012069554,0.49398848705850185,0.58333919587847,-0.0893507088199682,12.442,14.764708038385141,10.11929196161486,0.37336570300355904,0.29291413640845954,1.2699999999999996,0.7316889048714429,6.373596732329642
20250811,11.27,11.67,11.27,11.52,154891.11,46.36670632809496,0.35012833784389485,0.5366970242715551,-0.18656868642766022,12.440000000000001,14.76597234902332,10.114027650976682,0.37395053842818626,0.302233246584743,0.40000000000000036,0.7079968402377684,6.1458059048417395
20250812,11.5,11.5,11.12,11.3,159483.43,44.51080541613826,0.21587747064904406,0.4725331135470529,-0.25665564289800885,12.442,14.763765208674325,10.120234791325675,0.37321414703011174,0.25406643278713453,0.40000000000000036,0.6859970659350707,6.070770495000626
20250813,11.3,11.34,11.09,11.12,127932.34,42.99446876190366,0.09387605081662365,0.39680170100096707,-0.3029256501843434,12.4375,14.769644935461775,10.105355064538225,0.3750182810792804,0.21753470807783867,0.25,0.65485441836828,5.888978582448561
20250814,11.11,11.12,10.81,10.83,123227.01,40.59501146623217,-0.02591282285056451,0.3122587962306608,-0.3381716190812253,12.4235,14.792272944618775,10.054727055381226,0.3813374563720005,0.16364441901871363,0.3099999999999987,0.6302219599134028,5.819224006587284
20250815,10.89,10.89,10.67,10.74,116714.34,39.85169050210484,-0.126648688853626,0.22447729921380344,-0.35112598806742945,12.4085,14.817616675857511,9.999383324142489,0.3883010316891665,0.1537112509492495,0.22000000000000064,0.6009203913481598,5.595161930616013
