date,close,ma_5,ma_15,signal,position,strategy_return,strategy_cum_return,strategy_nav,benchmark_return,benchmark_cum_return,benchmark_nav,drawdown
20250808,11.48,13.163999999999998,12.844,0,0,-0.0,0.0,100000.0,-0.09890109890109888,0.05611775528978802,105611.7755289788,0.0
20250811,11.52,12.724,12.862666666666668,-1,0,0.0,0.0,100000.0,0.0034843205574912606,0.05979760809567569,105979.76080956757,0.0
20250812,11.3,12.238,12.843333333333334,0,0,-0.0,0.0,100000.0,-0.0190972222222221,0.039558417663293044,103955.84176632931,0.0
20250813,11.12,11.632,12.814,0,0,-0.0,0.0,100000.0,-0.01592920353982319,0.022999080036797848,102299.90800367978,0.0
20250814,10.83,11.25,12.752666666666668,0,0,-0.0,0.0,100000.0,-0.02607913669064743,-0.0036798528058883395,99632.01471941116,0.0
20250815,10.74,11.102,12.633333333333333,0,0,-0.0,0.0,100000.0,-0.008310249307479256,-0.011959521619135827,98804.04783808642,0.0
20250818,10.93,10.983999999999998,12.443333333333333,0,0,0.0,0.0,100000.0,0.017690875232774683,0.005519779208831066,100551.9779208831,0.0
20250819,10.9,10.904,12.25,0,0,-0.0,0.0,100000.0,-0.0027447392497712553,0.0027598896044152,100275.98896044152,0.0
20250820,10.8,10.84,12.1,0,0,-0.0,0.0,100000.0,-0.00917431192660545,-0.006439742410304206,99356.02575896958,0.0
20250821,10.91,10.856,11.912,0,0,0.0,0.0,100000.0,0.010185185185185075,0.0036798528058870072,100367.9852805887,0.0
20250822,10.88,10.884,11.716666666666667,0,0,-0.0,0.0,100000.0,-0.00274977085242889,0.0009199632014713632,100091.99632014714,0.0
