date,close,high,low,upper_channel,lower_channel_exit,atr,atr_pct,signal,position,strategy_return,strategy_cum_return,strategy_nav,benchmark_return,benchmark_cum_return,benchmark_nav,drawdown,benchmark_drawdown
20251112,11.5,11.68,11.35,11.8,10.38,0.32199999999999995,2.8,0,1,-0.002601908065914982,0.010544815465729274,101054.48154657293,-0.002601908065914982,0.05795768169273097,105795.7681692731,-0.0026019080659148573,-0.1872791519434637
20251113,11.64,11.75,11.4,11.8,10.38,0.31199999999999994,2.68041237113402,0,1,0.012173913043478368,0.02284710017574687,102284.71001757469,0.012173913043478368,0.07083716651333827,107083.71665133383,0.0,-0.1773851590106014
20251114,11.54,11.76,11.52,11.8,10.38,0.3099999999999999,2.686308492201039,0,1,-0.0085910652920963,0.014059753954305698,101405.97539543056,-0.0085910652920963,0.06163753449861886,106163.75344986189,-0.00859106529209635,-0.18445229681978867
20251117,11.74,11.98,11.56,11.8,10.64,0.32399999999999995,2.7597955706984663,0,1,0.017331022530329365,0.03163444639718804,103163.4446397188,0.017331022530329365,0.08003679852805767,108003.67985280577,0.0,-0.17031802120141412
20251118,11.48,11.86,11.41,11.98,10.73,0.3334999999999999,2.9050522648083614,0,1,-0.022146507666098825,0.008787346221441172,100878.73462214411,-0.022146507666098825,0.05611775528978713,105611.77552897872,-0.022146507666098776,-0.1886925795053011
20251119,11.27,11.67,11.25,11.98,10.73,0.34349999999999986,3.047914818101152,0,1,-0.018292682926829396,-0.009666080843585334,99033.39191564146,-0.018292682926829396,0.03679852805887629,103679.85280588763,-0.04003407155025562,-0.2035335689045945
20251120,11.25,11.43,11.13,11.98,10.73,0.3474999999999998,3.0888888888888872,0,1,-0.0017746228926353025,-0.011423550087873546,98857.64499121264,-0.0017746228926353025,0.03495860165593245,103495.86016559324,-0.04173764906303245,-0.2049469964664319
20251121,10.67,11.39,10.65,11.98,10.82,0.37049999999999983,3.4723523898781616,-1,0,-0.05155555555555558,-0.062390158172232035,93760.9841827768,-0.05155555555555558,-0.018399264029440032,98160.07359705599,-0.09114139693356049,-0.2459363957597181
20251124,10.74,10.95,10.62,11.98,10.65,0.36149999999999977,3.365921787709495,0,0,0.0,-0.062390158172232035,93760.9841827768,0.006560449859418949,-0.011959521619136382,98804.04783808636,-0.09114139693356049,-0.2409893992932869
20251125,11.13,11.23,10.8,11.98,10.62,0.37399999999999983,3.3602875112309056,0,0,0.0,-0.062390158172232035,93760.9841827768,0.036312849162011274,0.023919043238269433,102391.90432382694,-0.09114139693356049,-0.21342756183745648
20251126,10.95,11.3,10.93,11.98,10.62,0.37249999999999994,3.4018264840182644,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.016172506738544645,0.0073597056117742365,100735.97056117743,-0.09114139693356049,-0.2261484098939937
20251127,10.83,11.11,10.81,11.98,10.62,0.37699999999999995,3.4810710987996303,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.010958904109588996,-0.0036798528058890057,99632.0147194111,-0.09114139693356049,-0.23462897526501839
20251128,11.0,11.0,10.72,11.98,10.62,0.3715,3.3772727272727274,0,0,0.0,-0.062390158172232035,93760.9841827768,0.015697137580794163,0.01195952161913394,101195.95216191339,-0.09114139693356049,-0.22261484098940015
20251201,10.92,11.07,10.88,11.98,10.62,0.36550000000000005,3.3470695970695976,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.0072727272727273196,0.0045998160073583705,100459.98160073583,-0.09114139693356049,-0.22826855123675
20251202,10.77,10.92,10.66,11.98,10.62,0.37,3.435468895078923,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.013736263736263798,-0.009199632014720738,99080.03679852793,-0.09114139693356049,-0.23886925795053085
20251203,10.64,10.87,10.58,11.98,10.62,0.3755,3.5291353383458643,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.01207056638811499,-0.021159153633855787,97884.08463661443,-0.09114139693356049,-0.24805653710247416
20251204,10.34,10.64,10.3,11.98,10.58,0.3795,3.6702127659574466,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.02819548872180455,-0.048758049678014004,95124.1950321986,-0.09114139693356049,-0.2692579505300361
20251205,10.36,10.44,10.24,11.98,10.3,0.37249999999999994,3.5955598455598454,0,0,0.0,-0.062390158172232035,93760.9841827768,0.0019342359767891004,-0.04691812327507017,95308.18767249299,-0.09114139693356049,-0.26784452296819855
20251208,10.47,10.49,10.35,11.98,10.24,0.3529999999999999,3.3715377268385853,0,0,0.0,-0.062390158172232035,93760.9841827768,0.010617760617760652,-0.03679852805887884,96320.14719411211,-0.09114139693356049,-0.26007067137809264
20251209,10.36,10.51,10.31,11.98,10.24,0.33299999999999985,3.214285714285713,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.010506208213944768,-0.04691812327507039,95308.18767249296,-0.09114139693356049,-0.2678445229681988
20251210,10.71,10.71,10.27,11.98,10.24,0.3384999999999999,3.1605975723622772,0,0,0.0,-0.062390158172232035,93760.9841827768,0.033783783783783994,-0.014719411223552248,98528.05887764477,-0.09114139693356049,-0.24310954063604318
20251211,10.28,10.84,10.26,11.98,10.24,0.3499999999999999,3.404669260700389,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.04014939309056975,-0.05427782888684585,94572.21711131542,-0.09114139693356049,-0.2734982332155485
20251212,10.15,10.44,10.08,11.98,10.24,0.35599999999999987,3.5073891625615747,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.012645914396887115,-0.06623735050598101,93376.2649494019,-0.09114139693356049,-0.28268551236749195
20251215,10.13,10.24,9.99,11.98,10.08,0.3464999999999998,3.420533070088843,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.0019704433497536034,-0.06807727690892484,93192.27230910752,-0.09114139693356049,-0.2840989399293294
20251216,9.88,10.24,9.81,11.86,9.99,0.3454999999999998,3.496963562753034,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.024679170779861814,-0.09107635694572336,90892.36430542766,-0.09114139693356049,-0.3017667844522976
20251217,9.86,9.9,9.62,11.67,9.81,0.3384999999999999,3.433062880324543,0,0,-0.0,-0.062390158172232035,93760.9841827768,-0.002024291497975894,-0.09291628334866742,90708.37166513327,-0.09114139693356049,-0.3031802120141351
20251218,9.97,10.15,9.76,11.43,9.62,0.34299999999999997,3.4403209628886655,0,0,0.0,-0.062390158172232035,93760.9841827768,0.011156186612576224,-0.08279668813247598,91720.3311867524,-0.09114139693356049,-0.29540636042402907
20251219,10.29,10.3,9.9,11.39,9.62,0.32599999999999996,3.1681243926141884,0,0,0.0,-0.062390158172232035,93760.9841827768,0.032096288866599654,-0.05335786568537404,94664.2134314626,-0.09114139693356049,-0.27279151943462987
