date,open,high,low,close,pre_close,change,pct_chg,volume_hands,volume_shares,amount_thousand_yuan,raw_open,raw_high,raw_low,raw_close,raw_pre_close,raw_change,raw_pct_chg,adj_factor
20251029,4.29,4.3,4.28,4.29,4.29,0.0,0.0,962886.67,96288667.0,413170.664,4.29,4.3,4.28,4.29,4.29,0.0,0.0,1.0
20251030,4.3,4.43,4.29,4.38,4.29,0.09,2.0979,3848122.23,384812223.0,1680283.242,4.3,4.43,4.29,4.38,4.29,0.09,2.0979,1.0
20251031,4.34,4.35,4.25,4.25,4.38,-0.13,-2.968,4747928.49,474792849.0,2035163.246,4.34,4.35,4.25,4.25,4.38,-0.13,-2.968,1.0
20251103,4.25,4.27,4.24,4.26,4.25,0.01,0.2353,1482378.73,148237873.0,631016.235,4.25,4.27,4.24,4.26,4.25,0.01,0.2353,1.0
20251104,4.26,4.28,4.25,4.26,4.26,0.0,0.0,1338591.13,133859112.99999999,570955.725,4.26,4.28,4.25,4.26,4.26,0.0,0.0,1.0
20251105,4.25,4.28,4.24,4.27,4.26,0.01,0.2347,1215106.5,121510650.0,518079.426,4.25,4.28,4.24,4.27,4.26,0.01,0.2347,1.0
20251106,4.27,4.33,4.27,4.3,4.27,0.03,0.7026,1951189.1,195118910.0,839658.601,4.27,4.33,4.27,4.3,4.27,0.03,0.7026,1.0
20251107,4.29,4.32,4.29,4.32,4.3,0.02,0.4651,1254880.36,125488036.00000001,540422.921,4.29,4.32,4.29,4.32,4.3,0.02,0.4651,1.0
20251110,4.32,4.33,4.3,4.31,4.32,-0.01,-0.2315,1058691.63,105869162.99999999,456772.435,4.32,4.33,4.3,4.31,4.32,-0.01,-0.2315,1.0
20251111,4.33,4.33,4.3,4.32,4.31,0.01,0.232,1320363.65,132036364.99999999,570192.343,4.33,4.33,4.3,4.32,4.31,0.01,0.232,1.0
20251112,4.32,4.33,4.28,4.29,4.32,-0.03,-0.6944,1133785.17,113378517.0,487873.379,4.32,4.33,4.28,4.29,4.32,-0.03,-0.6944,1.0
20251113,4.29,4.3,4.27,4.29,4.29,0.0,0.0,1260082.6,126008260.00000001,539784.512,4.29,4.3,4.27,4.29,4.29,0.0,0.0,1.0
20251114,4.28,4.3,4.27,4.28,4.29,-0.01,-0.2331,1061933.11,106193311.00000001,455283.648,4.28,4.3,4.27,4.28,4.29,-0.01,-0.2331,1.0
20251117,4.28,4.29,4.25,4.28,4.28,0.0,0.0,1311162.94,131116294.0,559660.803,4.28,4.29,4.25,4.28,4.28,0.0,0.0,1.0
20251118,4.28,4.28,4.24,4.25,4.28,-0.03,-0.7009,1557166.3,155716630.0,662555.734,4.28,4.28,4.24,4.25,4.28,-0.03,-0.7009,1.0
20251119,4.25,4.26,4.23,4.24,4.25,-0.01,-0.2353,1145009.29,114500929.0,485548.893,4.25,4.26,4.23,4.24,4.25,-0.01,-0.2353,1.0
20251120,4.25,4.26,4.23,4.24,4.24,0.0,0.0,991059.92,99105992.0,420643.329,4.25,4.26,4.23,4.24,4.24,0.0,0.0,1.0
20251121,4.23,4.23,4.18,4.19,4.24,-0.05,-1.1792,1895656.82,189565682.0,796992.581,4.23,4.23,4.18,4.19,4.24,-0.05,-1.1792,1.0
20251124,4.2,4.2,4.17,4.19,4.19,0.0,0.0,1085433.53,108543353.0,454018.482,4.2,4.2,4.17,4.19,4.19,0.0,0.0,1.0
20251125,4.19,4.2,4.18,4.18,4.19,-0.01,-0.2387,898974.23,89897423.0,376449.086,4.19,4.2,4.18,4.18,4.19,-0.01,-0.2387,1.0
20251126,4.18,4.19,4.17,4.17,4.18,-0.01,-0.2392,779513.03,77951303.0,325616.798,4.18,4.19,4.17,4.17,4.18,-0.01,-0.2392,1.0
20251127,4.17,4.18,4.16,4.17,4.17,0.0,0.0,510046.62,51004662.0,212807.103,4.17,4.18,4.16,4.17,4.17,0.0,0.0,1.0
20251128,4.17,4.18,4.16,4.18,4.17,0.01,0.2398,780230.92,78023092.0,325217.521,4.17,4.18,4.16,4.18,4.17,0.01,0.2398,1.0
20251201,4.18,4.2,4.17,4.19,4.18,0.01,0.2392,729467.02,72946702.0,305071.4,4.18,4.2,4.17,4.19,4.18,0.01,0.2392,1.0
20251202,4.19,4.19,4.17,4.18,4.19,-0.01,-0.2387,493699.19,49369919.0,206403.797,4.19,4.19,4.17,4.18,4.19,-0.01,-0.2387,1.0
20251203,4.18,4.2,4.17,4.19,4.18,0.01,0.2392,754652.34,75465234.0,316004.898,4.18,4.2,4.17,4.19,4.18,0.01,0.2392,1.0
20251204,4.19,4.2,4.18,4.19,4.19,0.0,0.0,545081.0,54508100.0,228391.118,4.19,4.2,4.18,4.19,4.19,0.0,0.0,1.0
20251205,4.19,4.2,4.17,4.2,4.19,0.01,0.2387,716513.31,71651331.0,300059.531,4.19,4.2,4.17,4.2,4.19,0.01,0.2387,1.0
20251208,4.2,4.21,4.18,4.19,4.2,-0.01,-0.2381,749125.18,74912518.0,314108.939,4.2,4.21,4.18,4.19,4.2,-0.01,-0.2381,1.0
20251209,4.19,4.19,4.16,4.17,4.19,-0.02,-0.4773,694204.1,69420410.0,289814.753,4.19,4.19,4.16,4.17,4.19,-0.02,-0.4773,1.0
20251210,4.16,4.18,4.14,4.16,4.17,-0.01,-0.2398,998692.02,99869202.0,414971.937,4.16,4.18,4.14,4.16,4.17,-0.01,-0.2398,1.0
20251211,4.16,4.16,4.14,4.14,4.16,-0.02,-0.4808,647993.94,64799393.99999999,268808.675,4.16,4.16,4.14,4.14,4.16,-0.02,-0.4808,1.0
20251212,4.14,4.15,4.12,4.14,4.14,0.0,0.0,1031537.96,103153796.0,426169.876,4.14,4.15,4.12,4.14,4.14,0.0,0.0,1.0
20251215,4.13,4.14,4.12,4.13,4.14,-0.01,-0.2415,594471.23,59447123.0,245529.606,4.13,4.14,4.12,4.13,4.14,-0.01,-0.2415,1.0
